Order Key,City Key,Customer Key,Stock Item Key,Order Date Key,Picked Date Key,Salesperson Key,Picker Key,WWI Order ID,WWI Backorder ID,Description,Package,Quantity,Unit Price,Tax Rate,Total Excluding Tax,Tax Amount,Total Including Tax,Lineage Key
573,54587,89,148,04-01-2013,04-01-2013,12,22,244,273,Ride on toy sedan car (Pink) 1/12 scale,Each,5,230,15,1150,172.5,1322.5,9
574,54587,89,33,04-01-2013,04-01-2013,12,22,244,273,Express post box 5kg (White) 350x280x130mm,Each,75,0.95,15,71.25,10.69,81.94,9
575,45901,0,170,04-01-2013,04-01-2013,19,22,245,273,Developer joke mug - old C developers never die (White),Each,8,13,15,104,15.6,119.6,9
576,45901,0,81,04-01-2013,04-01-2013,19,22,245,273,Furry animal socks (Pink) M,Pair,120,5,15,600,90,690,9
577,45901,0,12,04-01-2013,04-01-2013,19,22,245,273,Permanent marker red 5mm nib (Red) 5mm,Each,48,2.7,15,129.6,19.44,149.04,9
578,45901,0,69,04-01-2013,04-01-2013,19,22,245,273,Pack of 12 action figures (male),Packet,1,16,15,16,2.4,18.4,9
579,45901,0,48,04-01-2013,04-01-2013,19,22,245,273,32 mm Anti static bubble wrap (Blue) 20m,Each,60,48,15,2880,432,3312,9
580,49788,0,60,04-01-2013,04-01-2013,6,0,246,274,20 mm Double sided bubble wrap 20m,Each,60,33,15,1980,297,2277,9
581,49788,0,8,04-01-2013,04-01-2013,6,0,246,274,Large  replacement blades 18mm,Each,10,4.3,15,43,6.45,49.45,9
582,49788,0,218,04-01-2013,04-01-2013,6,0,246,274,USB rocket launcher (Gray),Each,3,25,15,75,11.25,86.25,9
583,49788,0,44,04-01-2013,04-01-2013,6,0,246,274,Bubblewrap dispenser (Red) 1.5m,Each,2,240,15,480,72,552,9
584,38468,0,66,04-01-2013,04-01-2013,7,22,247,274,Medium sized bubblewrap roll 20m,Each,80,20,15,1600,240,1840,9
585,38468,0,214,04-01-2013,04-01-2013,7,22,247,274,USB food flash drive - hot dog,Each,2,32,15,64,9.6,73.6,9
586,51780,348,32,04-01-2013,04-01-2013,21,22,248,274,3 kg Courier post bag (White) 300x190x95mm,Each,100,0.66,15,66,9.9,75.9,9
587,51780,348,87,04-01-2013,04-01-2013,21,22,248,274,Furry gorilla with big eyes slippers (Black) XL,Each,4,32,15,128,19.2,147.2,9
588,51780,348,125,04-01-2013,04-01-2013,21,22,248,274,"""The Gu"" red shirt XML tag t-shirt (Black) XL",Each,36,18,15,648,97.2,745.2,9
589,51780,348,81,04-01-2013,04-01-2013,21,22,248,274,Furry animal socks (Pink) M,Pair,108,5,15,540,81,621,9
590,51780,348,179,04-01-2013,04-01-2013,21,22,248,274,"Developer joke mug - (hip, hip, array) (Black)",Each,7,13,15,91,13.65,104.65,9
591,53109,121,104,04-01-2013,04-01-2013,9,22,249,274,Superhero action jacket (Blue) 4XL,Each,3,34,15,102,15.3,117.3,9
592,53109,121,96,04-01-2013,04-01-2013,9,22,249,274,Ogre battery-powered slippers (Green) L,Each,9,32,15,288,43.2,331.2,9
593,55710,126,127,04-01-2013,04-01-2013,7,22,250,274,"""The Gu"" red shirt XML tag t-shirt (Black) M",Each,96,18,15,1728,259.2,1987.2,9
594,55710,126,10,04-01-2013,04-01-2013,7,22,250,274,Packing knife with metal insert blade (Yellow) 18mm,Each,30,2.4,15,72,10.8,82.8,9
595,55710,126,161,04-01-2013,04-01-2013,7,22,250,274,RC toy sedan car with remote control (Red) 1/50 scale,Each,9,25,15,225,33.75,258.75,9
596,48519,46,109,04-01-2013,04-01-2013,11,22,251,274,Superhero action jacket (Blue) M,Each,6,30,15,180,27,207,9
597,48519,46,166,04-01-2013,04-01-2013,11,22,251,274,IT joke mug - that behavior is by design (White),Each,1,13,15,13,1.95,14.95,9
598,48519,46,210,04-01-2013,04-01-2013,11,22,251,274,USB food flash drive - chocolate bar,Each,1,32,15,32,4.8,36.8,9
599,48519,46,48,04-01-2013,04-01-2013,11,22,251,274,32 mm Anti static bubble wrap (Blue) 20m,Each,60,48,15,2880,432,3312,9
600,48519,46,200,04-01-2013,04-01-2013,11,22,251,274,DBA joke mug - you might be a DBA if (White),Each,5,13,15,65,9.75,74.75,9
601,58467,324,149,04-01-2013,04-01-2013,11,22,252,274,Ride on toy sedan car (Yellow) 1/12 scale,Each,3,230,15,690,103.5,793.5,9
602,58467,324,191,04-01-2013,04-01-2013,11,22,252,274,DBA joke mug - two types of DBAs (Black),Each,2,13,15,26,3.9,29.9,9
603,58467,324,123,04-01-2013,04-01-2013,11,22,252,274,"""The Gu"" red shirt XML tag t-shirt (Black) 3XL",Each,96,18,15,1728,259.2,1987.2,9
604,58467,324,41,04-01-2013,04-01-2013,11,22,252,274,Shipping carton (Brown) 229x229x229mm,Each,50,1.05,15,52.5,7.88,60.38,9
605,58467,324,151,04-01-2013,04-01-2013,11,22,252,274,Ride on toy sedan car (Blue) 1/12 scale,Each,7,230,15,1610,241.5,1851.5,9
606,43830,268,131,04-01-2013,04-01-2013,4,22,253,274,"""The Gu"" red shirt XML tag t-shirt (Black) 3XS",Each,84,18,15,1512,226.8,1738.8,9
607,43830,268,38,04-01-2013,04-01-2013,4,22,253,274,Shipping carton (Brown) 457x279x279mm,Each,175,1.28,15,224,33.6,257.6,9
608,43830,268,29,04-01-2013,04-01-2013,4,22,253,274,Black and orange fragile despatch tape 48mmx75m,Each,180,3.7,15,666,99.9,765.9,9
609,53682,188,124,04-01-2013,04-01-2013,19,22,254,274,"""The Gu"" red shirt XML tag t-shirt (Black) XXL",Each,48,18,15,864,129.6,993.6,9
610,53682,188,102,04-01-2013,04-01-2013,19,22,254,274,Dinosaur battery-powered slippers (Green) S,Each,6,32,15,192,28.8,220.8,9
611,53682,188,35,04-01-2013,04-01-2013,19,22,254,274,Shipping carton (Brown) 356x356x279mm,Each,150,2.04,15,306,45.9,351.9,9
612,53682,188,203,04-01-2013,04-01-2013,19,22,254,274,DBA joke mug - mind if I join you? (Black),Each,8,13,15,104,15.6,119.6,9
613,50625,0,15,04-01-2013,04-01-2013,19,22,255,274,Tape dispenser (Blue),Each,100,32,15,3200,480,3680,9
614,50625,0,148,04-01-2013,04-01-2013,19,22,255,274,Ride on toy sedan car (Pink) 1/12 scale,Each,7,230,15,1610,241.5,1851.5,9
615,52715,307,86,04-01-2013,04-01-2013,4,22,256,274,Animal with big feet slippers (Brown) S,Each,8,32,15,256,38.4,294.4,9
616,52715,307,65,04-01-2013,04-01-2013,4,22,256,274,Large sized bubblewrap roll 50m,Each,80,24,15,1920,288,2208,9
617,52715,307,177,04-01-2013,04-01-2013,4,22,256,274,Developer joke mug - understanding recursion requires understanding recursion (Black),Each,6,13,15,78,11.7,89.7,9
618,46025,93,89,04-01-2013,04-01-2013,6,22,257,274,Furry gorilla with big eyes slippers (Black) M,Each,5,32,15,160,24,184,9
619,46025,93,34,04-01-2013,04-01-2013,6,22,257,274,Shipping carton (Brown) 457x457x457mm,Each,125,2.1,15,262.5,39.38,301.88,9
620,46025,93,120,04-01-2013,04-01-2013,6,22,257,274,"""The Gu"" red shirt XML tag t-shirt (Black) 6XL",Each,36,18,15,648,97.2,745.2,9
621,40704,399,110,04-01-2013,04-01-2013,8,22,258,274,Superhero action jacket (Blue) S,Each,3,25,15,75,11.25,86.25,9
622,40704,399,79,04-01-2013,04-01-2013,8,22,258,274,Furry animal socks (Pink) XL,Pair,84,5,15,420,63,483,9
623,40704,399,140,04-01-2013,04-01-2013,8,22,258,274,"""The Gu"" red shirt XML tag t-shirt (White) M",Each,72,18,15,1296,194.4,1490.4,9
624,40704,399,151,04-01-2013,04-01-2013,8,22,258,274,Ride on toy sedan car (Blue) 1/12 scale,Each,9,230,15,2070,310.5,2380.5,9
625,40704,399,147,04-01-2013,04-01-2013,8,22,258,274,Ride on vintage American toy coupe (Red) 1/12 scale,Each,6,285,15,1710,256.5,1966.5,9
626,57141,62,128,04-01-2013,04-01-2013,9,0,259,275,"""The Gu"" red shirt XML tag t-shirt (Black) S",Each,96,18,15,1728,259.2,1987.2,9
627,57141,62,10,04-01-2013,04-01-2013,9,0,259,275,Packing knife with metal insert blade (Yellow) 18mm,Each,20,2.4,15,48,7.2,55.2,9
628,57141,62,139,04-01-2013,04-01-2013,9,0,259,275,"""The Gu"" red shirt XML tag t-shirt (White) L",Each,12,18,15,216,32.4,248.4,9
629,61111,38,43,04-01-2013,04-01-2013,7,0,260,276,Shipping carton (Brown) 413x285x187mm,Each,225,1.05,15,236.25,35.44,271.69,9
630,61111,38,90,04-01-2013,04-01-2013,7,0,260,276,Furry gorilla with big eyes slippers (Black) S,Each,1,32,15,32,4.8,36.8,9
631,64003,0,101,04-01-2013,04-01-2013,9,22,261,276,Dinosaur battery-powered slippers (Green) M,Each,4,32,15,128,19.2,147.2,9
632,64003,0,55,04-01-2013,04-01-2013,9,22,261,276,10 mm Anti static bubble wrap (Blue) 10m,Each,20,26,15,520,78,598,9
633,64003,0,167,04-01-2013,04-01-2013,9,22,261,276,IT joke mug - keyboard not found … press F1 to continue (Black),Each,6,13,15,78,11.7,89.7,9
634,64003,0,121,04-01-2013,04-01-2013,9,22,261,276,"""The Gu"" red shirt XML tag t-shirt (Black) 5XL",Each,36,18,15,648,97.2,745.2,9
635,38886,0,150,04-01-2013,04-01-2013,12,22,262,276,Ride on toy sedan car (Green) 1/12 scale,Each,7,230,15,1610,241.5,1851.5,9
636,38886,0,197,04-01-2013,04-01-2013,12,22,262,276,DBA joke mug - it depends (Black),Each,1,13,15,13,1.95,14.95,9
637,38886,0,35,04-01-2013,04-01-2013,12,22,262,276,Shipping carton (Brown) 356x356x279mm,Each,200,2.04,15,408,61.2,469.2,9
638,38886,0,216,04-01-2013,04-01-2013,12,22,262,276,USB food flash drive - sushi roll,Each,10,32,15,320,48,368,9
639,41081,380,96,04-01-2013,04-01-2013,21,22,263,276,Ogre battery-powered slippers (Green) L,Each,4,32,15,128,19.2,147.2,9
640,41081,380,213,04-01-2013,04-01-2013,21,22,263,276,USB food flash drive - pizza slice,Each,4,32,15,128,19.2,147.2,9
641,41967,0,188,04-01-2013,04-01-2013,4,22,264,276,Developer joke mug - that's a hardware problem (White),Each,6,13,15,78,11.7,89.7,9
642,41967,0,143,04-01-2013,04-01-2013,4,22,264,276,"""The Gu"" red shirt XML tag t-shirt (White) XXS",Each,36,18,15,648,97.2,745.2,9
643,55406,0,1,04-01-2013,04-01-2013,12,22,265,276,Void fill 400 L bag (White) 400L,Each,30,50,15,1500,225,1725,9
644,55406,0,136,04-01-2013,04-01-2013,12,22,265,276,"""The Gu"" red shirt XML tag t-shirt (White) 3XL",Each,12,18,15,216,32.4,248.4,9
645,55406,0,126,04-01-2013,04-01-2013,12,22,265,276,"""The Gu"" red shirt XML tag t-shirt (Black) L",Each,48,18,15,864,129.6,993.6,9
646,48073,0,198,04-01-2013,04-01-2013,4,22,266,276,DBA joke mug - it depends (White),Each,1,13,15,13,1.95,14.95,9
647,48073,0,108,04-01-2013,04-01-2013,4,22,266,276,Superhero action jacket (Blue) L,Each,2,30,15,60,9,69,9
648,58830,257,94,04-01-2013,04-01-2013,15,22,267,276,Plush shark slippers (Gray) S,Each,8,32,15,256,38.4,294.4,9
649,58830,257,191,04-01-2013,04-01-2013,15,22,267,276,DBA joke mug - two types of DBAs (Black),Each,7,13,15,91,13.65,104.65,9
650,58830,257,90,04-01-2013,04-01-2013,15,22,267,276,Furry gorilla with big eyes slippers (Black) S,Each,2,32,15,64,9.6,73.6,9
651,70700,239,38,04-01-2013,04-01-2013,6,0,268,277,Shipping carton (Brown) 457x279x279mm,Each,250,1.28,15,320,48,368,9
652,70700,239,110,04-01-2013,04-01-2013,6,0,268,277,Superhero action jacket (Blue) S,Each,5,25,15,125,18.75,143.75,9
653,70700,239,109,04-01-2013,04-01-2013,6,0,268,277,Superhero action jacket (Blue) M,Each,8,30,15,240,36,276,9
654,70700,239,94,04-01-2013,04-01-2013,6,0,268,277,Plush shark slippers (Gray) S,Each,10,32,15,320,48,368,9
655,52639,0,209,04-01-2013,04-01-2013,12,0,269,278,USB food flash drive - cookie,Each,7,32,15,224,33.6,257.6,9
656,52639,0,121,04-01-2013,04-01-2013,12,0,269,278,"""The Gu"" red shirt XML tag t-shirt (Black) 5XL",Each,60,18,15,1080,162,1242,9
657,52639,0,32,04-01-2013,04-01-2013,12,0,269,278,3 kg Courier post bag (White) 300x190x95mm,Each,125,0.66,15,82.5,12.38,94.88,9
658,40971,0,143,03-01-2013,08-01-2013,23,10,270,278,"""The Gu"" red shirt XML tag t-shirt (White) XXS",Each,120,18,15,2160,324,2484,9
659,43990,196,2,04-01-2013,07-01-2013,19,17,271,278,Void fill 300 L bag (White) 300L,Each,80,37.5,15,3000,450,3450,9
660,74447,377,63,04-01-2013,07-01-2013,7,17,272,278,10 mm Double sided bubble wrap 20m,Each,40,30,15,1200,180,1380,9
661,45092,100,137,04-01-2013,07-01-2013,15,17,273,278,"""The Gu"" red shirt XML tag t-shirt (White) XXL",Each,84,18,15,1512,226.8,1738.8,9
662,49788,0,75,04-01-2013,07-01-2013,6,17,274,278,Halloween zombie mask (Light Brown) XL,Each,96,18,15,1728,259.2,1987.2,9
663,57141,62,78,04-01-2013,07-01-2013,9,17,275,278,Halloween zombie mask (Light Brown) S,Each,60,18,15,1080,162,1242,9
664,57141,62,46,04-01-2013,07-01-2013,9,17,275,278,Bubblewrap dispenser (Black) 1.5m,Each,6,240,15,1440,216,1656,9
665,61111,38,59,04-01-2013,07-01-2013,7,17,276,278,20 mm Double sided bubble wrap 50m,Each,100,108,15,10800,1620,12420,9
666,70700,239,40,04-01-2013,07-01-2013,6,17,277,278,Shipping carton (Brown) 279x254x217mm,Each,225,1.11,15,249.75,37.46,287.21,9
667,52639,0,137,04-01-2013,07-01-2013,12,17,278,278,"""The Gu"" red shirt XML tag t-shirt (White) XXL",Each,72,18,15,1296,194.4,1490.4,9
668,55744,0,39,05-01-2013,05-01-2013,6,0,279,319,Shipping carton (Brown) 356x229x229mm,Each,125,1.14,15,142.5,21.38,163.88,9
669,55744,0,145,05-01-2013,05-01-2013,6,0,279,319,Ride on big wheel monster truck (Black) 1/12 scale,Each,9,345,15,3105,465.75,3570.75,9
670,55744,0,178,05-01-2013,05-01-2013,6,0,279,319,Developer joke mug - understanding recursion requires understanding recursion (White),Each,10,13,15,130,19.5,149.5,9
671,40600,102,99,05-01-2013,05-01-2013,19,22,280,319,Dinosaur battery-powered slippers (Green) XL,Each,1,32,15,32,4.8,36.8,9
672,40600,102,114,05-01-2013,05-01-2013,19,22,280,319,Alien officer hoodie (Black) 5XL,Each,5,35,15,175,26.25,201.25,9
673,40600,102,205,05-01-2013,05-01-2013,19,22,280,319,USB food flash drive - dessert 10 drive variety pack,Packet,9,240,15,2160,324,2484,9
674,45327,0,105,05-01-2013,05-01-2013,8,22,281,319,Superhero action jacket (Blue) 3XL,Each,6,34,15,204,30.6,234.6,9
675,45327,0,101,05-01-2013,05-01-2013,8,22,281,319,Dinosaur battery-powered slippers (Green) M,Each,9,32,15,288,43.2,331.2,9
676,45327,0,147,05-01-2013,05-01-2013,8,22,281,319,Ride on vintage American toy coupe (Red) 1/12 scale,Each,7,285,15,1995,299.25,2294.25,9
677,45327,0,58,05-01-2013,05-01-2013,8,22,281,319,32 mm Double sided bubble wrap 10m,Each,10,22,15,220,33,253,9
678,45327,0,6,05-01-2013,05-01-2013,8,22,281,319,Air cushion film 200mmx200mm 325m,Each,9,90,15,810,121.5,931.5,9
679,60328,335,183,05-01-2013,05-01-2013,21,22,282,319,Developer joke mug - when your hammer is C++ (Black),Each,8,13,15,104,15.6,119.6,9
680,60328,335,38,05-01-2013,05-01-2013,21,22,282,319,Shipping carton (Brown) 457x279x279mm,Each,175,1.28,15,224,33.6,257.6,9
681,53360,0,72,05-01-2013,05-01-2013,11,22,283,319,Halloween skull mask (Gray) L,Each,24,18,15,432,64.8,496.8,9
682,53360,0,71,05-01-2013,05-01-2013,11,22,283,319,Halloween skull mask (Gray) XL,Each,120,18,15,2160,324,2484,9
683,53360,0,68,05-01-2013,05-01-2013,11,22,283,319,Pack of 12 action figures (female),Packet,8,16,15,128,19.2,147.2,9
684,38005,381,105,05-01-2013,05-01-2013,23,0,284,320,Superhero action jacket (Blue) 3XL,Each,4,34,15,136,20.4,156.4,9
685,51780,348,32,05-01-2013,05-01-2013,15,0,285,321,3 kg Courier post bag (White) 300x190x95mm,Each,125,0.66,15,82.5,12.38,94.88,9
686,51780,348,81,05-01-2013,05-01-2013,15,0,285,321,Furry animal socks (Pink) M,Pair,72,5,15,360,54,414,9
687,51780,348,167,05-01-2013,05-01-2013,15,0,285,321,IT joke mug - keyboard not found … press F1 to continue (Black),Each,6,13,15,78,11.7,89.7,9
688,51780,348,54,05-01-2013,05-01-2013,15,0,285,321,10 mm Anti static bubble wrap (Blue) 20m,Each,60,42,15,2520,378,2898,9
689,62396,284,113,05-01-2013,05-01-2013,19,22,286,321,Superhero action jacket (Blue) 3XS,Each,4,25,15,100,15,115,9
690,62396,284,82,05-01-2013,05-01-2013,19,22,286,321,Furry animal socks (Pink) S,Pair,48,5,15,240,36,276,9
691,67832,80,9,05-01-2013,05-01-2013,15,22,287,321,Small 9mm replacement blades 9mm,Each,50,4.1,15,205,30.75,235.75,9
692,67832,80,16,05-01-2013,05-01-2013,15,22,287,321,Tape dispenser (Red),Each,30,32,15,960,144,1104,9
693,67832,80,69,05-01-2013,05-01-2013,15,22,287,321,Pack of 12 action figures (male),Packet,1,16,15,16,2.4,18.4,9
694,56546,2,180,05-01-2013,05-01-2013,9,22,288,321,"Developer joke mug - (hip, hip, array) (White)",Each,4,13,15,52,7.8,59.8,9
695,56546,2,170,05-01-2013,05-01-2013,9,22,288,321,Developer joke mug - old C developers never die (White),Each,3,13,15,39,5.85,44.85,9
696,56546,2,94,05-01-2013,05-01-2013,9,22,288,321,Plush shark slippers (Gray) S,Each,9,32,15,288,43.2,331.2,9
697,56546,2,87,05-01-2013,05-01-2013,9,22,288,321,Furry gorilla with big eyes slippers (Black) XL,Each,3,32,15,96,14.4,110.4,9
698,41923,75,193,05-01-2013,05-01-2013,8,22,289,321,DBA joke mug - SELECT caffeine FROM mug (Black),Each,6,13,15,78,11.7,89.7,9
699,41923,75,219,05-01-2013,05-01-2013,8,22,289,321,USB missile launcher (Green),Each,10,25,15,250,37.5,287.5,9
700,57592,216,212,05-01-2013,05-01-2013,8,22,290,321,USB food flash drive - dim sum 10 drive variety pack,Packet,9,240,15,2160,324,2484,9
701,57592,216,43,05-01-2013,05-01-2013,8,22,290,321,Shipping carton (Brown) 413x285x187mm,Each,50,1.05,15,52.5,7.88,60.38,9
702,50969,0,163,05-01-2013,05-01-2013,11,22,291,321,IT joke mug - hardware: part of the computer that can be kicked (Black),Each,3,13,15,39,5.85,44.85,9
703,50969,0,192,05-01-2013,05-01-2013,11,22,291,321,DBA joke mug - two types of DBAs (White),Each,4,13,15,52,7.8,59.8,9
704,64635,135,186,05-01-2013,05-01-2013,11,22,292,321,Developer joke mug - fun was unexpected at this time (White),Each,10,13,15,130,19.5,149.5,9
705,64635,135,160,05-01-2013,05-01-2013,11,22,292,321,RC toy sedan car with remote control (Blue) 1/50 scale,Each,8,25,15,200,30,230,9
706,64635,135,139,05-01-2013,05-01-2013,11,22,292,321,"""The Gu"" red shirt XML tag t-shirt (White) L",Each,24,18,15,432,64.8,496.8,9
707,40608,274,19,05-01-2013,05-01-2013,21,22,293,321,Red and white urgent despatch tape 48mmx75m,Each,144,3.7,15,532.8,79.92,612.72,9
708,40608,274,143,05-01-2013,05-01-2013,21,22,293,321,"""The Gu"" red shirt XML tag t-shirt (White) XXS",Each,24,18,15,432,64.8,496.8,9
709,51929,6,183,05-01-2013,05-01-2013,19,22,294,321,Developer joke mug - when your hammer is C++ (Black),Each,2,13,15,26,3.9,29.9,9
710,51929,6,160,05-01-2013,05-01-2013,19,22,294,321,RC toy sedan car with remote control (Blue) 1/50 scale,Each,8,25,15,200,30,230,9
711,51929,6,187,05-01-2013,05-01-2013,19,22,294,321,Developer joke mug - that's a hardware problem (Black),Each,7,13,15,91,13.65,104.65,9
712,73651,0,189,05-01-2013,05-01-2013,23,22,295,321,Developer joke mug - Oct 31 = Dec 25 (Black),Each,9,13,15,117,17.55,134.55,9
713,73651,0,155,05-01-2013,05-01-2013,23,22,295,321,RC vintage American toy coupe with remote control (Black) 1/50 scale,Each,9,30,15,270,40.5,310.5,9
714,73651,0,157,05-01-2013,05-01-2013,23,22,295,321,RC toy sedan car with remote control (Pink) 1/50 scale,Each,1,25,15,25,3.75,28.75,9
715,73651,0,158,05-01-2013,05-01-2013,23,22,295,321,RC toy sedan car with remote control (Yellow) 1/50 scale,Each,7,25,15,175,26.25,201.25,9
716,41165,0,4,05-01-2013,05-01-2013,11,22,296,321,Void fill 100 L bag (White) 100L,Each,30,12.5,15,375,56.25,431.25,9
717,41165,0,84,05-01-2013,05-01-2013,11,22,296,321,Animal with big feet slippers (Brown) L,Each,3,32,15,96,14.4,110.4,9
718,41165,0,196,05-01-2013,05-01-2013,11,22,296,321,DBA joke mug - I will get you in order (White),Each,4,13,15,52,7.8,59.8,9
719,41165,0,85,05-01-2013,05-01-2013,11,22,296,321,Animal with big feet slippers (Brown) M,Each,5,32,15,160,24,184,9
720,59321,172,119,05-01-2013,05-01-2013,19,0,297,322,"""The Gu"" red shirt XML tag t-shirt (Black) 7XL",Each,72,18,15,1296,194.4,1490.4,9
721,59321,172,210,05-01-2013,05-01-2013,19,0,297,322,USB food flash drive - chocolate bar,Each,10,32,15,320,48,368,9
722,59321,172,218,05-01-2013,05-01-2013,19,0,297,322,USB rocket launcher (Gray),Each,2,25,15,50,7.5,57.5,9
723,64003,0,21,05-01-2013,05-01-2013,15,0,298,323,Black and yellow heavy despatch tape  48mmx75m,Each,72,3.7,15,266.4,39.96,306.36,9
724,73983,122,26,05-01-2013,05-01-2013,19,22,299,323,Black and orange glass with care despatch tape  48mmx100m,Each,72,4.1,15,295.2,44.28,339.48,9
725,73983,122,203,05-01-2013,05-01-2013,19,22,299,323,DBA joke mug - mind if I join you? (Black),Each,7,13,15,91,13.65,104.65,9
726,73983,122,197,05-01-2013,05-01-2013,19,22,299,323,DBA joke mug - it depends (Black),Each,3,13,15,39,5.85,44.85,9
727,45092,100,179,05-01-2013,05-01-2013,23,22,300,323,"Developer joke mug - (hip, hip, array) (Black)",Each,3,13,15,39,5.85,44.85,9
728,45092,100,206,05-01-2013,05-01-2013,23,22,300,323,USB food flash drive - fortune cookie,Each,1,32,15,32,4.8,36.8,9
729,52042,305,129,05-01-2013,05-01-2013,8,0,301,324,"""The Gu"" red shirt XML tag t-shirt (Black) XS",Each,120,18,15,2160,324,2484,9
730,52042,305,170,05-01-2013,05-01-2013,8,0,301,324,Developer joke mug - old C developers never die (White),Each,2,13,15,26,3.9,29.9,9
731,52156,64,161,05-01-2013,05-01-2013,15,22,302,324,RC toy sedan car with remote control (Red) 1/50 scale,Each,4,25,15,100,15,115,9
732,52156,64,96,05-01-2013,05-01-2013,15,22,302,324,Ogre battery-powered slippers (Green) L,Each,6,32,15,192,28.8,220.8,9
733,59352,0,82,05-01-2013,05-01-2013,23,22,303,324,Furry animal socks (Pink) S,Pair,48,5,15,240,36,276,9
734,59352,0,75,05-01-2013,05-01-2013,23,22,303,324,Halloween zombie mask (Light Brown) XL,Each,48,18,15,864,129.6,993.6,9
735,59352,0,192,05-01-2013,05-01-2013,23,22,303,324,DBA joke mug - two types of DBAs (White),Each,1,13,15,13,1.95,14.95,9
736,57087,116,125,05-01-2013,05-01-2013,15,22,304,324,"""The Gu"" red shirt XML tag t-shirt (Black) XL",Each,48,18,15,864,129.6,993.6,9
737,57087,116,48,05-01-2013,05-01-2013,15,22,304,324,32 mm Anti static bubble wrap (Blue) 20m,Each,20,48,15,960,144,1104,9
738,57087,116,66,05-01-2013,05-01-2013,15,22,304,324,Medium sized bubblewrap roll 20m,Each,40,20,15,800,120,920,9
739,69386,140,148,05-01-2013,05-01-2013,15,22,305,324,Ride on toy sedan car (Pink) 1/12 scale,Each,3,230,15,690,103.5,793.5,9
740,69386,140,37,05-01-2013,05-01-2013,15,22,305,324,Shipping carton (Brown) 480x270x320mm,Each,150,2.74,15,411,61.65,472.65,9
741,69386,140,124,05-01-2013,05-01-2013,15,22,305,324,"""The Gu"" red shirt XML tag t-shirt (Black) XXL",Each,72,18,15,1296,194.4,1490.4,9
742,63764,364,218,05-01-2013,05-01-2013,6,22,306,324,USB rocket launcher (Gray),Each,10,25,15,250,37.5,287.5,9
743,63764,364,178,05-01-2013,05-01-2013,6,22,306,324,Developer joke mug - understanding recursion requires understanding recursion (White),Each,9,13,15,117,17.55,134.55,9
744,68855,143,40,05-01-2013,05-01-2013,8,0,307,325,Shipping carton (Brown) 279x254x217mm,Each,50,1.11,15,55.5,8.33,63.83,9
745,68855,143,103,05-01-2013,05-01-2013,8,0,307,325,Superhero action jacket (Blue) 5XL,Each,8,34,15,272,40.8,312.8,9
746,68855,143,68,05-01-2013,05-01-2013,8,0,307,325,Pack of 12 action figures (female),Packet,4,16,15,64,9.6,73.6,9
747,39667,322,198,05-01-2013,05-01-2013,9,22,308,325,DBA joke mug - it depends (White),Each,3,13,15,39,5.85,44.85,9
748,39667,322,181,05-01-2013,05-01-2013,9,22,308,325,Developer joke mug - inheritance is the OO way to become wealthy (Black),Each,10,13,15,130,19.5,149.5,9
749,49293,223,122,05-01-2013,05-01-2013,9,22,309,325,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",Each,24,18,15,432,64.8,496.8,9
750,49293,223,86,05-01-2013,05-01-2013,9,22,309,325,Animal with big feet slippers (Brown) S,Each,7,32,15,224,33.6,257.6,9
751,65501,0,58,05-01-2013,05-01-2013,9,22,310,325,32 mm Double sided bubble wrap 10m,Each,80,22,15,1760,264,2024,9
752,65501,0,54,05-01-2013,05-01-2013,9,22,310,325,10 mm Anti static bubble wrap (Blue) 20m,Each,90,42,15,3780,567,4347,9
753,65501,0,172,05-01-2013,05-01-2013,9,22,310,325,Developer joke mug - this code was generated by a tool (White),Each,10,13,15,130,19.5,149.5,9
754,40608,274,146,05-01-2013,05-01-2013,21,0,311,326,Ride on vintage American toy coupe (Black) 1/12 scale,Each,3,285,15,855,128.25,983.25,9
755,63946,0,177,05-01-2013,05-01-2013,15,22,312,326,Developer joke mug - understanding recursion requires understanding recursion (Black),Each,1,13,15,13,1.95,14.95,9
756,63946,0,79,05-01-2013,05-01-2013,15,22,312,326,Furry animal socks (Pink) XL,Pair,60,5,15,300,45,345,9
757,63946,0,47,05-01-2013,05-01-2013,15,22,312,326,32 mm Anti static bubble wrap (Blue) 50m,Each,50,105,15,5250,787.5,6037.5,9
758,63946,0,103,05-01-2013,05-01-2013,15,22,312,326,Superhero action jacket (Blue) 5XL,Each,3,34,15,102,15.3,117.3,9
759,47626,109,9,05-01-2013,05-01-2013,8,22,313,326,Small 9mm replacement blades 9mm,Each,40,4.1,15,164,24.6,188.6,9
760,47626,109,27,05-01-2013,05-01-2013,8,22,313,326,Black and orange glass with care despatch tape 48mmx75m,Each,48,3.7,15,177.6,26.64,204.24,9
761,47626,109,31,05-01-2013,05-01-2013,8,22,313,326,Clear packaging tape 48mmx75m,Each,104,2.9,15,301.6,45.24,346.84,9
762,40659,107,149,05-01-2013,05-01-2013,12,22,314,326,Ride on toy sedan car (Yellow) 1/12 scale,Each,1,230,15,230,34.5,264.5,9
763,40659,107,79,05-01-2013,05-01-2013,12,22,314,326,Furry animal socks (Pink) XL,Pair,60,5,15,300,45,345,9
